******************** INITIAL VS FINAL DECISION TREE CLASSIFICATION REPORT ********************


******************************* SCIKIT-LEARN MODEL *******************************

Correct: 20942, Errors: 3758, Total: 24700
Accuracy: 0.84785
Precision (macro): 0.51385
Recall (macro): 0.51292
F1 Score (macro): 0.51188
Specificity (macro): 0.98199

Confusion Matrix with Labels:
    0   1    2     3     4     5      6    7   8   9
0  13  12   32   103    43     0      0    0   0   0
1  13   4   17    90    42     0      3    4   2   0
2  15  20  567   508    54    17     20   18   8   0
3  42  31  662  2141   167    67    119   83  18  10
4  41  37   79   247  1137    11    248    8  10   1
5   0   2   29    58     8  5550     11    0   3   0
6   0   2   25   105   256    16  10654   15  24   3
7   0   3   84   109    12     1      7  825   8   0
8   0   0    8    18     3     1     29    5  49   0
9   0   0    1     9     0     0      1    0   0   2

******************************* INITIAL MODEL *******************************

Correct: 20936, Errors: 3764, Total: 24700
Accuracy: 0.84761
Precision (macro): 0.51362
Recall (macro): 0.51284
F1 Score (macro): 0.51172
Specificity (macro): 0.98197

Confusion Matrix with Labels:
    0   1    2     3     4     5      6    7   8   9
0  13  12   32   103    43     0      0    0   0   0
1  13   4   17    90    42     0      3    4   2   0
2  15  20  567   508    54    17     20   18   8   0
3  42  31  663  2140   167    67    119   83  18  10
4  41  37   79   247  1137    11    248    8  10   1
5   0   2   30    58     8  5549     11    0   3   0
6   0   2   25   105   260    16  10650   15  24   3
7   0   3   84   109    12     1      7  825   8   0
8   0   0    8    18     3     1     29    5  49   0
9   0   0    2     8     0     0      1    0   0   2

Number of initial rules: 3430

******************************* FINAL MODEL *******************************

Correct: 20835, Errors: 3865, Total: 24700
Accuracy: 0.84352
Precision (macro): 0.51719
Recall (macro): 0.49903
F1 Score (macro): 0.50597
Specificity (macro): 0.98155

Confusion Matrix with Labels:
    0   1    2     3     4     5      6    7   8  9
0  13  12   32   103    43     0      0    0   0  0
1  13   2   17    97    42     0      2    1   1  0
2  15  18  547   544    53    12     17   15   6  0
3  42  31  610  2267   153    46    108   63  13  7
4  41  36   74   336  1082     8    227    5   9  1
5   0   2   24    82     7  5532     11    0   3  0
6   0   2   16   296   199    12  10544    8  20  3
7   0   3   80   138    10     0      5  807   6  0
8   0   0    4    41     2     1     22    4  39  0
9   0   0    2     8     0     0      1    0   0  2

Number of final rules: 1302

******************************* DIVERGENT CASES *******************************
Index: 1, Initial: 7, Final: 3, Actual: 4
Index: 20773, Initial: 6, Final: 3, Actual: 4
Index: 20932, Initial: 4, Final: 3, Actual: 7
Index: 20989, Initial: 7, Final: 3, Actual: 7
Index: 21040, Initial: 8, Final: 3, Actual: 3
Index: 21106, Initial: 4, Final: 3, Actual: 6
Index: 21171, Initial: 5, Final: 3, Actual: 5
Index: 21255, Initial: 6, Final: 3, Actual: 6
Index: 21378, Initial: 4, Final: 3, Actual: 5
Index: 21392, Initial: 5, Final: 3, Actual: 7
Index: 21398, Initial: 2, Final: 3, Actual: 3
Index: 21422, Initial: 2, Final: 3, Actual: 2
Index: 21461, Initial: 4, Final: 3, Actual: 6
Index: 21564, Initial: 6, Final: 3, Actual: 6
Index: 21589, Initial: 6, Final: 3, Actual: 6
Index: 21687, Initial: 6, Final: 3, Actual: 3
Index: 21753, Initial: 2, Final: 3, Actual: 3
Index: 21763, Initial: 6, Final: 3, Actual: 6
Index: 21816, Initial: 6, Final: 3, Actual: 6
Index: 21849, Initial: 7, Final: 3, Actual: 7
Index: 21870, Initial: 2, Final: 3, Actual: 2
Index: 21874, Initial: 6, Final: 3, Actual: 2
Index: 21882, Initial: 2, Final: 3, Actual: 3
Index: 21898, Initial: 4, Final: 3, Actual: 4
Index: 21907, Initial: 6, Final: 3, Actual: 4
Index: 21915, Initial: 5, Final: 3, Actual: 5
Index: 21955, Initial: 5, Final: 3, Actual: 5
Index: 21967, Initial: 1, Final: 3, Actual: 2
Index: 21974, Initial: 4, Final: 3, Actual: 4
Index: 22017, Initial: 4, Final: 3, Actual: 4
Index: 22077, Initial: 2, Final: 3, Actual: 3
Index: 22080, Initial: 6, Final: 3, Actual: 6
Index: 22115, Initial: 6, Final: 3, Actual: 6
Index: 22158, Initial: 7, Final: 3, Actual: 6
Index: 22166, Initial: 2, Final: 3, Actual: 3
Index: 22175, Initial: 8, Final: 3, Actual: 8
Index: 22228, Initial: 2, Final: 3, Actual: 3
Index: 22233, Initial: 4, Final: 3, Actual: 6
Index: 22296, Initial: 6, Final: 3, Actual: 6
Index: 22332, Initial: 4, Final: 3, Actual: 4
Index: 22470, Initial: 4, Final: 3, Actual: 6
Index: 22484, Initial: 4, Final: 3, Actual: 4
Index: 22505, Initial: 8, Final: 3, Actual: 3
Index: 22567, Initial: 2, Final: 3, Actual: 3
Index: 22575, Initial: 2, Final: 3, Actual: 3
Index: 22585, Initial: 6, Final: 3, Actual: 6
Index: 22605, Initial: 5, Final: 3, Actual: 5
Index: 22653, Initial: 2, Final: 3, Actual: 2
Index: 22672, Initial: 6, Final: 3, Actual: 6
Index: 22722, Initial: 2, Final: 3, Actual: 3
Index: 22723, Initial: 7, Final: 3, Actual: 8
Index: 22753, Initial: 7, Final: 3, Actual: 3
Index: 22782, Initial: 2, Final: 3, Actual: 3
Index: 22854, Initial: 5, Final: 3, Actual: 3
Index: 22906, Initial: 4, Final: 3, Actual: 6
Index: 22938, Initial: 2, Final: 3, Actual: 3
Index: 23177, Initial: 4, Final: 3, Actual: 3
Index: 23228, Initial: 6, Final: 3, Actual: 6
Index: 23261, Initial: 6, Final: 3, Actual: 7
Index: 23287, Initial: 6, Final: 3, Actual: 6
Index: 23318, Initial: 5, Final: 3, Actual: 2
Index: 23337, Initial: 6, Final: 3, Actual: 3
Index: 23344, Initial: 5, Final: 3, Actual: 5
Index: 23426, Initial: 5, Final: 3, Actual: 3
Index: 23439, Initial: 6, Final: 3, Actual: 6
Index: 23492, Initial: 8, Final: 3, Actual: 2
Index: 23524, Initial: 2, Final: 3, Actual: 6
Index: 23526, Initial: 2, Final: 3, Actual: 2
Index: 23544, Initial: 4, Final: 3, Actual: 3
Index: 23549, Initial: 2, Final: 3, Actual: 3
Index: 23643, Initial: 4, Final: 3, Actual: 6
Index: 23781, Initial: 6, Final: 3, Actual: 6
Index: 23782, Initial: 4, Final: 3, Actual: 6
Index: 23822, Initial: 6, Final: 3, Actual: 6
Index: 23913, Initial: 6, Final: 3, Actual: 6
Index: 23962, Initial: 6, Final: 3, Actual: 6
Index: 23970, Initial: 4, Final: 3, Actual: 4
Index: 23991, Initial: 6, Final: 3, Actual: 6
Index: 24073, Initial: 4, Final: 3, Actual: 4
Index: 24081, Initial: 4, Final: 3, Actual: 4
Index: 24092, Initial: 4, Final: 3, Actual: 4
Index: 24115, Initial: 2, Final: 3, Actual: 3
Index: 24127, Initial: 7, Final: 3, Actual: 4
Index: 24169, Initial: 5, Final: 3, Actual: 3
Index: 24207, Initial: 6, Final: 3, Actual: 4
Index: 24239, Initial: 6, Final: 3, Actual: 3
Index: 24283, Initial: 7, Final: 3, Actual: 6
Index: 24308, Initial: 6, Final: 3, Actual: 6
Index: 24337, Initial: 4, Final: 3, Actual: 4
Index: 24395, Initial: 6, Final: 3, Actual: 6
Index: 24423, Initial: 8, Final: 3, Actual: 8
Index: 24447, Initial: 7, Final: 3, Actual: 7
Index: 24465, Initial: 4, Final: 3, Actual: 6
Index: 24468, Initial: 6, Final: 3, Actual: 6
Index: 24569, Initial: 2, Final: 3, Actual: 3
Index: 24610, Initial: 4, Final: 3, Actual: 4
Index: 24638, Initial: 4, Final: 3, Actual: 4
Total divergent cases: 526

******************************* INTERPRETABILITY METRICS *******************************

Metrics (Initial):
  total_rules: 3430
  features_used: 36
  total_features: 42
  max_depth: 43
  mean_rule_depth: 18.652186588921282
  depth_balance: 0.4337717811377042
  attribute_usage_norm: 0.3159308621407747
  complexity_score: 0.13704189278717432
  average_rules_per_tree: 1.0
  average_max_depth_per_tree: 18.652186588921282
  average_rule_depth_per_tree: 18.652186588921282

Metrics (Final):
  total_rules: 1302 (-62.0%)
  features_used: 36 (+0.0%)
  total_features: 42 (+0.0%)
  max_depth: 43 (+0.0%)
  mean_rule_depth: 18.383256528417817 (-1.4%)
  depth_balance: 0.4275175936841353 (-1.4%)
  attribute_usage_norm: 0.30822544071392 (-2.4%)
  complexity_score: 0.13177179872624717 (-3.8%)
  average_rules_per_tree: 1.0 (+0.0%)
  average_max_depth_per_tree: 18.383256528417817 (-1.4%)
  average_rule_depth_per_tree: 18.383256528417817 (-1.4%)
